claimed_expenses,wire_transfer,month,total_expenses,type,id,name
,,59,,D,96,TERZONI Patrizia
,,58,,D,96,TERZONI Patrizia
753285,280534,57,753285,D,96,TERZONI Patrizia
538611,402488,53,538611,D,96,TERZONI Patrizia
394514,380938,56,394514,D,96,TERZONI Patrizia
481626,586975,52,480961,D,96,TERZONI Patrizia
552051,404540,51,551233,D,96,TERZONI Patrizia
698368,382997,54,698368,D,96,TERZONI Patrizia
641396,486928,49,638693,D,96,TERZONI Patrizia
406057,550858,55,406057,D,96,TERZONI Patrizia
667775,373869,50,664316,D,96,TERZONI Patrizia
712219,375894,48,711047,D,96,TERZONI Patrizia
634611,320026,47,630393,D,96,TERZONI Patrizia
602860,554504,46,595372,D,96,TERZONI Patrizia
630926,333248,45,626077,D,96,TERZONI Patrizia
559171,373649,44,559171,D,96,TERZONI Patrizia
594268,489497,43,589663,D,96,TERZONI Patrizia
787787,231963,42,782030,D,96,TERZONI Patrizia
702847,305312,41,700922,D,96,TERZONI Patrizia
653767,1339911,40,649112,D,96,TERZONI Patrizia
614940,276860,39,610317,D,96,TERZONI Patrizia
546697,332002,38,541585,D,96,TERZONI Patrizia
607409,326047,37,602566,D,96,TERZONI Patrizia
756499,309384,36,751281,D,96,TERZONI Patrizia
605382,307730,35,599790,D,96,TERZONI Patrizia
809891,410228,34,805474,D,96,TERZONI Patrizia
523588,292558,33,513725,D,96,TERZONI Patrizia
510181,189521,32,510181,D,96,TERZONI Patrizia
639991,465081,31,638451,D,96,TERZONI Patrizia
401514,323100,30,394361,D,96,TERZONI Patrizia
561679,257774,29,554561,D,96,TERZONI Patrizia
489902,321598,28,485009,D,96,TERZONI Patrizia
746023,267811,27,737848,D,96,TERZONI Patrizia
764288,264631,26,757124,D,96,TERZONI Patrizia
675105,198042,25,673198,D,96,TERZONI Patrizia
646347,197838,24,640788,D,96,TERZONI Patrizia
938300,174988,23,930688,D,96,TERZONI Patrizia
976156,174996,22,972796,D,96,TERZONI Patrizia
836790,192492,21,824061,D,96,TERZONI Patrizia
622536,192492,20,622536,D,96,TERZONI Patrizia
827486,192492,19,824896,D,96,TERZONI Patrizia
755117,192492,18,754307,D,96,TERZONI Patrizia
703507,208296,17,696057,D,96,TERZONI Patrizia
1052702,832397,16,1044952,D,96,TERZONI Patrizia
909412,287673,15,902292,D,96,TERZONI Patrizia
672455,481599,14,661455,D,96,TERZONI Patrizia
673168,611460,13,663918,D,96,TERZONI Patrizia
626454,276313,12,626454,D,96,TERZONI Patrizia
650700,256784,11,650700,D,96,TERZONI Patrizia
685685,235445,10,685685,D,96,TERZONI Patrizia
732996,245940,9,732996,D,96,TERZONI Patrizia
577346,336235,8,577346,D,96,TERZONI Patrizia
1056607,196974,7,1056607,D,96,TERZONI Patrizia
578170,196974,6,578170,D,96,TERZONI Patrizia
651219,288051,5,651219,D,96,TERZONI Patrizia
542065,461411,4,542065,D,96,TERZONI Patrizia
1018746,199027,60,1018746,S,156,TAVERNA PAOLA
790906,174925,59,790906,S,156,TAVERNA PAOLA
1139065,174837,58,1139065,S,156,TAVERNA PAOLA
828984,226049,56,828984,S,156,TAVERNA PAOLA
1063569,174937,57,1063569,S,156,TAVERNA PAOLA
966990,174937,54,966990,S,156,TAVERNA PAOLA
902755,174937,53,902755,S,156,TAVERNA PAOLA
886259,174937,55,886259,S,156,TAVERNA PAOLA
637120,444825,52,637120,S,156,TAVERNA PAOLA
868407,174937,51,868407,S,156,TAVERNA PAOLA
768834,371852,50,768834,S,156,TAVERNA PAOLA
706794,218427,49,706794,S,156,TAVERNA PAOLA
977187,199027,48,977187,S,156,TAVERNA PAOLA
825877,159223,47,825877,S,156,TAVERNA PAOLA
909318,196849,46,909318,S,156,TAVERNA PAOLA
828381,242506,45,828381,S,156,TAVERNA PAOLA
773487,266903,44,773487,S,156,TAVERNA PAOLA
931782,176357,43,931782,S,156,TAVERNA PAOLA
854963,207134,42,854963,S,156,TAVERNA PAOLA
678868,360494,41,678868,S,156,TAVERNA PAOLA
794356,284116,40,794356,S,156,TAVERNA PAOLA
700896,392566,39,700896,S,156,TAVERNA PAOLA
813185,266697,38,813185,S,156,TAVERNA PAOLA
814449,316389,37,814449,S,156,TAVERNA PAOLA
808625,293714,36,808625,S,156,TAVERNA PAOLA
885536,159370,35,885536,S,156,TAVERNA PAOLA
862457,223239,34,862457,S,156,TAVERNA PAOLA
827753,252933,33,827753,S,156,TAVERNA PAOLA
764968,202992,32,764968,S,156,TAVERNA PAOLA
955161,165556,31,955161,S,156,TAVERNA PAOLA
783487,305489,30,783487,S,156,TAVERNA PAOLA
769682,316494,29,769682,S,156,TAVERNA PAOLA
773748,331626,28,773748,S,156,TAVERNA PAOLA
850565,214561,27,850565,S,156,TAVERNA PAOLA
809911,312143,26,809911,S,156,TAVERNA PAOLA
906998,331202,25,906998,S,156,TAVERNA PAOLA
875466,306263,24,875466,S,156,TAVERNA PAOLA
1015261,441953,23,1015261,S,156,TAVERNA PAOLA
719403,426633,22,719403,S,156,TAVERNA PAOLA
741181,352888,21,741181,S,156,TAVERNA PAOLA
699372,523699,20,699372,S,156,TAVERNA PAOLA
778078,454200,19,778078,S,156,TAVERNA PAOLA
343677,523611,18,343677,S,156,TAVERNA PAOLA
432460,411124,17,432460,S,156,TAVERNA PAOLA
518491,441776,16,518491,S,156,TAVERNA PAOLA
719362,344976,15,719362,S,156,TAVERNA PAOLA
691722,616815,14,691722,S,156,TAVERNA PAOLA
697482,550067,13,697482,S,156,TAVERNA PAOLA
713912,519638,12,713912,S,156,TAVERNA PAOLA
630890,565182,11,630890,S,156,TAVERNA PAOLA
730162,458088,10,730162,S,156,TAVERNA PAOLA
469715,572586,9,469715,S,156,TAVERNA PAOLA
444875,573539,8,444875,S,156,TAVERNA PAOLA
542720,510141,7,542720,S,156,TAVERNA PAOLA
543160,551331,6,543160,S,156,TAVERNA PAOLA
,,5,,S,156,TAVERNA PAOLA
,,4,,S,156,TAVERNA PAOLA
,,60,,D,94,SPESSOTTO Arianna
,,59,,D,94,SPESSOTTO Arianna
1023211,201649,58,1021451,D,94,SPESSOTTO Arianna
716916,175574,56,716916,D,94,SPESSOTTO Arianna
1040425,184435,55,1038069,D,94,SPESSOTTO Arianna
686955,184877,57,683103,D,94,SPESSOTTO Arianna
715567,176923,51,714287,D,94,SPESSOTTO Arianna
828823,205643,50,826676,D,94,SPESSOTTO Arianna
1023796,180406,52,1020289,D,94,SPESSOTTO Arianna
710662,181828,54,707349,D,94,SPESSOTTO Arianna
710738,181752,53,709882,D,94,SPESSOTTO Arianna
1041653,205416,49,1041113,D,94,SPESSOTTO Arianna
714008,200691,48,712898,D,94,SPESSOTTO Arianna
622712,176282,47,620683,D,94,SPESSOTTO Arianna
818080,173179,46,817220,D,94,SPESSOTTO Arianna
799608,173179,45,798370,D,94,SPESSOTTO Arianna
778111,173179,44,778111,D,94,SPESSOTTO Arianna
1058941,173179,43,1056301,D,94,SPESSOTTO Arianna
698221,173179,42,694331,D,94,SPESSOTTO Arianna
836203,173179,41,830893,D,94,SPESSOTTO Arianna
1004986,173179,40,1001156,D,94,SPESSOTTO Arianna
672233,173179,39,668063,D,94,SPESSOTTO Arianna
894097,195389,38,890767,D,94,SPESSOTTO Arianna
985677,195388,37,983497,D,94,SPESSOTTO Arianna
867013,185238,36,861003,D,94,SPESSOTTO Arianna
705118,187734,35,700378,D,94,SPESSOTTO Arianna
1050693,174551,34,1046543,D,94,SPESSOTTO Arianna
714445,174292,33,708885,D,94,SPESSOTTO Arianna
640816,173563,32,640816,D,94,SPESSOTTO Arianna
998326,181073,31,997096,D,94,SPESSOTTO Arianna
765156,173563,30,763446,D,94,SPESSOTTO Arianna
693933,178283,29,692063,D,94,SPESSOTTO Arianna
996749,185794,28,992466,D,94,SPESSOTTO Arianna
688408,173563,27,684608,D,94,SPESSOTTO Arianna
841599,196312,26,836206,D,94,SPESSOTTO Arianna
986520,196670,25,985790,D,94,SPESSOTTO Arianna
739911,195388,24,734371,D,94,SPESSOTTO Arianna
750474,155646,23,741850,D,94,SPESSOTTO Arianna
933415,286305,22,929814,D,94,SPESSOTTO Arianna
693897,80069,21,686976,D,94,SPESSOTTO Arianna
716603,178366,20,716603,D,94,SPESSOTTO Arianna
824513,182371,19,820253,D,94,SPESSOTTO Arianna
707463,187506,18,704563,D,94,SPESSOTTO Arianna
698527,196442,17,693927,D,94,SPESSOTTO Arianna
689751,778686,16,684181,D,94,SPESSOTTO Arianna
644270,250699,15,638470,D,94,SPESSOTTO Arianna
638109,426683,14,630989,D,94,SPESSOTTO Arianna
706464,434063,13,699164,D,94,SPESSOTTO Arianna
550476,405229,12,550476,D,94,SPESSOTTO Arianna
636508,359873,11,636508,D,94,SPESSOTTO Arianna
645461,249738,10,645461,D,94,SPESSOTTO Arianna
562132,354460,9,562132,D,94,SPESSOTTO Arianna
470050,425149,8,470050,D,94,SPESSOTTO Arianna
597303,341197,7,597303,D,94,SPESSOTTO Arianna
338401,381198,6,338401,D,94,SPESSOTTO Arianna
401856,328343,5,401856,D,94,SPESSOTTO Arianna
232897,919166,4,232897,D,94,SPESSOTTO Arianna
,,60,,D,93,SPADONI Maria Edera
,,59,,D,93,SPADONI Maria Edera
691207,192995,58,684191,D,93,SPADONI Maria Edera
708207,209724,57,694338,D,93,SPADONI Maria Edera
751036,167878,51,746542,D,93,SPADONI Maria Edera
828360,209724,56,828360,D,93,SPADONI Maria Edera
756527,259353,52,743760,D,93,SPADONI Maria Edera
712266,317501,55,709118,D,93,SPADONI Maria Edera
715064,234541,54,703663,D,93,SPADONI Maria Edera
662921,314902,53,655189,D,93,SPADONI Maria Edera
905477,197739,50,901242,D,93,SPADONI Maria Edera
829732,197738,49,826981,D,93,SPADONI Maria Edera
773972,197737,48,771495,D,93,SPADONI Maria Edera
847991,240642,47,845531,D,93,SPADONI Maria Edera
723287,316874,46,720585,D,93,SPADONI Maria Edera
656975,295003,45,650098,D,93,SPADONI Maria Edera
635167,331426,44,635167,D,93,SPADONI Maria Edera
748466,287831,43,745598,D,93,SPADONI Maria Edera
722566,210944,42,721143,D,93,SPADONI Maria Edera
708011,313205,41,706621,D,93,SPADONI Maria Edera
684814,235987,40,678864,D,93,SPADONI Maria Edera
809935,164475,39,803632,D,93,SPADONI Maria Edera
689231,197738,38,687351,D,93,SPADONI Maria Edera
653605,197737,37,650795,D,93,SPADONI Maria Edera
746501,185238,36,741689,D,93,SPADONI Maria Edera
694534,171407,35,691624,D,93,SPADONI Maria Edera
795570,171415,34,795570,D,93,SPADONI Maria Edera
602673,171415,33,596885,D,93,SPADONI Maria Edera
625273,171415,32,625273,D,93,SPADONI Maria Edera
674069,171415,31,672732,D,93,SPADONI Maria Edera
480704,171415,30,473920,D,93,SPADONI Maria Edera
809814,171415,29,806548,D,93,SPADONI Maria Edera
728774,171415,28,722400,D,93,SPADONI Maria Edera
698135,171415,27,690717,D,93,SPADONI Maria Edera
808736,196051,26,799446,D,93,SPADONI Maria Edera
672392,200361,25,668965,D,93,SPADONI Maria Edera
709330,197888,24,705132,D,93,SPADONI Maria Edera
671728,175124,23,661713,D,93,SPADONI Maria Edera
668252,175135,22,658524,D,93,SPADONI Maria Edera
820811,197937,21,808979,D,93,SPADONI Maria Edera
687120,256487,20,687120,D,93,SPADONI Maria Edera
954438,127887,19,945398,D,93,SPADONI Maria Edera
629636,214300,18,625676,D,93,SPADONI Maria Edera
676274,173635,17,668194,D,93,SPADONI Maria Edera
830656,463265,16,819466,D,93,SPADONI Maria Edera
695138,217256,15,683748,D,93,SPADONI Maria Edera
763375,461708,14,754795,D,93,SPADONI Maria Edera
586196,284077,13,577676,D,93,SPADONI Maria Edera
551128,317316,12,551128,D,93,SPADONI Maria Edera
661052,196388,11,661052,D,93,SPADONI Maria Edera
625611,291472,10,625611,D,93,SPADONI Maria Edera
608836,219859,9,608836,D,93,SPADONI Maria Edera
608330,245959,8,608330,D,93,SPADONI Maria Edera
655468,251047,7,655468,D,93,SPADONI Maria Edera
692763,222936,6,692763,D,93,SPADONI Maria Edera
477220,444309,5,477220,D,93,SPADONI Maria Edera
913714,538374,4,913714,D,93,SPADONI Maria Edera
793279,197080,60,787353,D,92,SORIAL Girgis Giorgio
687474,188907,59,680593,D,92,SORIAL Girgis Giorgio
576369,153466,58,572526,D,92,SORIAL Girgis Giorgio
566130,153466,56,566130,D,92,SORIAL Girgis Giorgio
737925,153466,55,727708,D,92,SORIAL Girgis Giorgio
509565,153466,57,497399,D,92,SORIAL Girgis Giorgio
509706,153466,54,506541,D,92,SORIAL Girgis Giorgio
862282,153466,53,860125,D,92,SORIAL Girgis Giorgio
886932,246011,52,875829,D,92,SORIAL Girgis Giorgio
719161,227767,51,713506,D,92,SORIAL Girgis Giorgio
734228,246671,50,730784,D,92,SORIAL Girgis Giorgio
971505,278316,49,969302,D,92,SORIAL Girgis Giorgio
550398,205507,48,543430,D,92,SORIAL Girgis Giorgio
575399,160767,47,568737,D,92,SORIAL Girgis Giorgio
783937,160774,46,777700,D,92,SORIAL Girgis Giorgio
751972,160774,45,741400,D,92,SORIAL Girgis Giorgio
689298,160774,44,689298,D,92,SORIAL Girgis Giorgio
836266,160774,43,828554,D,92,SORIAL Girgis Giorgio
718662,160774,42,711930,D,92,SORIAL Girgis Giorgio
1029283,160774,41,1025921,D,92,SORIAL Girgis Giorgio
1055434,160774,40,1043955,D,92,SORIAL Girgis Giorgio
937652,160774,39,932263,D,92,SORIAL Girgis Giorgio
902925,204389,38,894472,D,92,SORIAL Girgis Giorgio
929504,204388,37,921769,D,92,SORIAL Girgis Giorgio
792735,185238,36,776083,D,92,SORIAL Girgis Giorgio
812990,174551,35,799845,D,92,SORIAL Girgis Giorgio
1041217,234076,34,1033324,D,92,SORIAL Girgis Giorgio
713158,201342,33,695587,D,92,SORIAL Girgis Giorgio
593250,174560,32,593250,D,92,SORIAL Girgis Giorgio
825237,285521,31,816839,D,92,SORIAL Girgis Giorgio
876793,246423,30,863523,D,92,SORIAL Girgis Giorgio
690498,238044,29,678173,D,92,SORIAL Girgis Giorgio
716126,356263,28,706314,D,92,SORIAL Girgis Giorgio
685766,265864,27,670618,D,92,SORIAL Girgis Giorgio
766257,266770,26,754134,D,92,SORIAL Girgis Giorgio
689174,202038,25,681009,D,92,SORIAL Girgis Giorgio
1090933,197888,24,1074747,D,92,SORIAL Girgis Giorgio
617600,90120,23,600896,D,92,SORIAL Girgis Giorgio
717370,399118,22,703528,D,92,SORIAL Girgis Giorgio
729241,174628,21,712523,D,92,SORIAL Girgis Giorgio
629026,174628,20,629026,D,92,SORIAL Girgis Giorgio
682728,174628,19,675628,D,92,SORIAL Girgis Giorgio
773529,174628,18,766429,D,92,SORIAL Girgis Giorgio
953249,174628,17,941209,D,92,SORIAL Girgis Giorgio
1016490,641240,16,1006470,D,92,SORIAL Girgis Giorgio
801081,174628,15,786521,D,92,SORIAL Girgis Giorgio
659222,438290,14,647482,D,92,SORIAL Girgis Giorgio
345527,751492,13,328087,D,92,SORIAL Girgis Giorgio
961348,197105,12,961348,D,92,SORIAL Girgis Giorgio
1147873,224079,11,1147873,D,92,SORIAL Girgis Giorgio
639983,275002,10,639983,D,92,SORIAL Girgis Giorgio
643415,259485,9,643415,D,92,SORIAL Girgis Giorgio
538538,281102,8,538538,D,92,SORIAL Girgis Giorgio
628401,241184,7,628401,D,92,SORIAL Girgis Giorgio
646297,263954,6,646297,D,92,SORIAL Girgis Giorgio
272045,480211,5,272045,D,92,SORIAL Girgis Giorgio
387370,890419,4,387370,D,92,SORIAL Girgis Giorgio
,,60,,D,91,SIBILIA Carlo
,,59,,D,91,SIBILIA Carlo
,,58,,D,91,SIBILIA Carlo
,,57,,D,91,SIBILIA Carlo
695299,168979,56,695299,D,91,SIBILIA Carlo
962126,172788,55,954451,D,91,SIBILIA Carlo
813756,168979,54,809446,D,91,SIBILIA Carlo
617563,385357,50,616923,D,91,SIBILIA Carlo
985240,168979,51,980430,D,91,SIBILIA Carlo
1277542,1454237,52,1271967,D,91,SIBILIA Carlo
153514,299391,49,152044,D,91,SIBILIA Carlo
478471,430330,47,477771,D,91,SIBILIA Carlo
1474025,198888,48,1473185,D,91,SIBILIA Carlo
375856,168979,53,375446,D,91,SIBILIA Carlo
227224,352023,46,224994,D,91,SIBILIA Carlo
1076341,169574,45,1070581,D,91,SIBILIA Carlo
708487,230563,44,708487,D,91,SIBILIA Carlo
365269,449234,43,362589,D,91,SIBILIA Carlo
163910,355872,42,161155,D,91,SIBILIA Carlo
558707,197378,41,555562,D,91,SIBILIA Carlo
561405,349242,40,556340,D,91,SIBILIA Carlo
677702,259580,39,674202,D,91,SIBILIA Carlo
598952,342609,38,596502,D,91,SIBILIA Carlo
320374,340237,37,315354,D,91,SIBILIA Carlo
728312,185238,36,724275,D,91,SIBILIA Carlo
810635,169647,35,804335,D,91,SIBILIA Carlo
683845,169654,34,681328,D,91,SIBILIA Carlo
636444,188802,33,626484,D,91,SIBILIA Carlo
725902,188803,32,725902,D,91,SIBILIA Carlo
981531,188803,31,977459,D,91,SIBILIA Carlo
823012,188803,30,819932,D,91,SIBILIA Carlo
834502,169654,29,832322,D,91,SIBILIA Carlo
841619,174051,28,834141,D,91,SIBILIA Carlo
774360,169654,27,767390,D,91,SIBILIA Carlo
928846,201372,26,920173,D,91,SIBILIA Carlo
803917,261068,25,801995,D,91,SIBILIA Carlo
826253,197888,24,823330,D,91,SIBILIA Carlo
759679,155106,23,747366,D,91,SIBILIA Carlo
751608,439555,22,746875,D,91,SIBILIA Carlo
622325,166964,21,605397,D,91,SIBILIA Carlo
763184,418665,20,763184,D,91,SIBILIA Carlo
650371,193239,19,639581,D,91,SIBILIA Carlo
748111,174594,18,742381,D,91,SIBILIA Carlo
733747,315038,17,727667,D,91,SIBILIA Carlo
707919,877574,16,698869,D,91,SIBILIA Carlo
718523,341726,15,704143,D,91,SIBILIA Carlo
641748,458878,14,627528,D,91,SIBILIA Carlo
652194,955976,13,639594,D,91,SIBILIA Carlo
637323,336178,12,637323,D,91,SIBILIA Carlo
702043,260745,11,702043,D,91,SIBILIA Carlo
594159,392296,10,594159,D,91,SIBILIA Carlo
569100,373003,9,569100,D,91,SIBILIA Carlo
715191,394653,8,715191,D,91,SIBILIA Carlo
677699,347529,7,677699,D,91,SIBILIA Carlo
412770,197888,6,412770,D,91,SIBILIA Carlo
478428,422117,5,478428,D,91,SIBILIA Carlo
364865,632029,4,364865,D,91,SIBILIA Carlo
663951,252694,60,663951,S,154,SERRA MANUELA
785201,300055,58,785201,S,154,SERRA MANUELA
683400,232135,59,683400,S,154,SERRA MANUELA
420816,280308,55,420816,S,154,SERRA MANUELA
784420,319363,54,784420,S,154,SERRA MANUELA
1109700,285522,57,1109700,S,154,SERRA MANUELA
806100,267493,53,806100,S,154,SERRA MANUELA
915800,256303,56,915800,S,154,SERRA MANUELA
950338,214646,52,950338,S,154,SERRA MANUELA
916032,311462,51,916032,S,154,SERRA MANUELA
702148,352346,50,702148,S,154,SERRA MANUELA
837279,380726,49,837279,S,154,SERRA MANUELA
560100,353461,48,560100,S,154,SERRA MANUELA
714531,356630,47,714531,S,154,SERRA MANUELA
672411,209368,46,672411,S,154,SERRA MANUELA
1009542,179141,45,1009542,S,154,SERRA MANUELA
875918,236223,44,875918,S,154,SERRA MANUELA
785600,374815,43,785600,S,154,SERRA MANUELA
752535,306369,42,752535,S,154,SERRA MANUELA
944300,368641,41,944300,S,154,SERRA MANUELA
641619,427284,40,641619,S,154,SERRA MANUELA
602521,509341,39,602521,S,154,SERRA MANUELA
418121,545168,38,418121,S,154,SERRA MANUELA
541920,550689,37,541920,S,154,SERRA MANUELA
768493,347596,36,768493,S,154,SERRA MANUELA
763296,330541,35,763296,S,154,SERRA MANUELA
1001857,245038,34,1001857,S,154,SERRA MANUELA
476816,273478,33,476816,S,154,SERRA MANUELA
900304,179016,32,900304,S,154,SERRA MANUELA
980853,178916,31,980853,S,154,SERRA MANUELA
876075,341116,30,876075,S,154,SERRA MANUELA
638603,287073,29,638603,S,154,SERRA MANUELA
761868,317143,28,761868,S,154,SERRA MANUELA
788788,391126,27,788788,S,154,SERRA MANUELA
620636,407545,26,620636,S,154,SERRA MANUELA
837305,289479,25,837305,S,154,SERRA MANUELA
824698,331252,24,824698,S,154,SERRA MANUELA
895229,330540,23,895229,S,154,SERRA MANUELA
689230,471205,22,689230,S,154,SERRA MANUELA
706245,327739,21,706245,S,154,SERRA MANUELA
532086,479372,20,532086,S,154,SERRA MANUELA
753544,408353,19,753544,S,154,SERRA MANUELA
561837,412394,18,561837,S,154,SERRA MANUELA
617875,475597,17,617875,S,154,SERRA MANUELA
623456,425259,16,623456,S,154,SERRA MANUELA
812002,353901,15,812002,S,154,SERRA MANUELA
939949,295726,14,939949,S,154,SERRA MANUELA
870494,198089,13,870494,S,154,SERRA MANUELA
500310,199448,12,500310,S,154,SERRA MANUELA
1363932,211848,11,1363932,S,154,SERRA MANUELA
956784,211748,10,956784,S,154,SERRA MANUELA
724896,266306,9,724896,S,154,SERRA MANUELA
949487,211748,8,949487,S,154,SERRA MANUELA
1036822,211748,7,1036822,S,154,SERRA MANUELA
732838,411910,6,732838,S,154,SERRA MANUELA
,,5,,S,154,SERRA MANUELA
,,4,,S,154,SERRA MANUELA
565469,630740,60,565469,S,153,SCIBONA MARCO
457969,545691,59,457969,S,153,SCIBONA MARCO
589595,409466,53,589595,S,153,SCIBONA MARCO
375873,612722,56,375873,S,153,SCIBONA MARCO
589934,402724,54,589934,S,153,SCIBONA MARCO
741029,452833,55,741029,S,153,SCIBONA MARCO
578493,396438,52,578493,S,153,SCIBONA MARCO
570871,440326,58,570871,S,153,SCIBONA MARCO
517999,536743,57,517999,S,153,SCIBONA MARCO
563407,435007,51,563407,S,153,SCIBONA MARCO
563618,463766,50,563618,S,153,SCIBONA MARCO
730192,425334,49,730192,S,153,SCIBONA MARCO
657655,457664,48,657655,S,153,SCIBONA MARCO
692623,404297,47,692623,S,153,SCIBONA MARCO
725922,368976,46,725922,S,153,SCIBONA MARCO
728350,312308,45,728350,S,153,SCIBONA MARCO
508724,495569,44,508724,S,153,SCIBONA MARCO
761565,370718,43,761565,S,153,SCIBONA MARCO
589504,428887,42,589504,S,153,SCIBONA MARCO
798031,357729,41,798031,S,153,SCIBONA MARCO
608172,376988,40,608172,S,153,SCIBONA MARCO
587810,401239,39,587810,S,153,SCIBONA MARCO
675569,432982,38,675569,S,153,SCIBONA MARCO
547079,469533,37,547079,S,153,SCIBONA MARCO
710496,492275,36,710496,S,153,SCIBONA MARCO
677768,250201,35,677768,S,153,SCIBONA MARCO
629802,423651,34,629802,S,153,SCIBONA MARCO
578306,389572,33,578306,S,153,SCIBONA MARCO
519266,506922,32,519266,S,153,SCIBONA MARCO
675989,385485,31,675989,S,153,SCIBONA MARCO
794947,410675,30,794947,S,153,SCIBONA MARCO
664549,492459,29,632642,S,153,SCIBONA MARCO
659289,334457,28,659289,S,153,SCIBONA MARCO
672198,341587,27,672198,S,153,SCIBONA MARCO
583042,465055,26,583042,S,153,SCIBONA MARCO
645951,414521,25,645951,S,153,SCIBONA MARCO
642655,497482,24,642655,S,153,SCIBONA MARCO
663132,366106,23,663132,S,153,SCIBONA MARCO
755367,334385,22,755367,S,153,SCIBONA MARCO
